country,director,genre,title,year
США,Стивен Спилберг,Не указан,,Не указан
США,Уоррен Битти,Не указан,Булворт,1998
США,Ли Хирш,документальный фильм,Буллинг,23 апреля 2011 [ 1 ]
Великобритания Германия Испания,Изабель Койшет,Не указан,Букшоп,2017
Франция,Жан Гремийон,Не указан,Буксиры,1941
США,Джон Даллаган,Не указан,Буковски,2003
США,Льюис Майлстоун Виктор Туржанский,Не указан,Буря,1928
Франция,Франсуа Озон,Не указан,В доме,2012
США,Пол Хаггис Красная жара Столкновение В долине Эла Три дня на побег Третья персона Покажите мне героя,Не указан,В долине Эла,2007
США,Тай Уэст,Не указан,В долине насилия,2016
СССР,Герберт Раппапорт,Не указан,В дождь и в солнце,1960
США,Джеймс Франко,Не указан,,2013 [ 1 ]
